settlement_id,settlement_name,settlement_type,ward_code,lga_code,longitude,latitude,target_population_under5,ward_name,lga_name,base_radius_m,nn_dist_m,n_track_points,n_visiting_teams,visiting_teams,first_visit_ts,last_visit_ts,any_ambiguous_match,track_visited,security_classification,buffer_overlaps_neighbor,etally_doses_total,etally_target_pop,etally_n_days_reported,etally_teams,etally_reported,n_active_days,ward_ever_active,complete_gps_blackout,coverage_status,dose_coverage_ratio,is_missed,gi_star_z,gi_star_p_sim,fdr_significant,cluster_label
S00931,Rijidu,Hamlet,W012,LGA02,7.334347,10.527604,38.0,Darari,Gwarin,150.0,626.4297013120419,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,-0.2521623476541578,0.001,True,Cold spot (well-covered cluster)
S01349,Irnata-Yamma,Hamlet,W018,LGA02,7.640253,10.621201,15.0,Adwana,Gwarin,150.0,581.5668990422306,19,1,T18,2026-03-13 14:45:00,2026-03-13 15:03:00,False,True,Accessible,False,11,15.0,1.0,T18,True,5,True,False,Visited (track-confirmed),0.7333333333333333,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S02515,Uzrisa,Village,W040,LGA04,8.285649,11.165159,83.0,Gujiri,Ilela,150.0,595.9194284042466,0,0,,,,False,False,Accessible,False,79,83.0,1.0,T08,True,5,True,False,Tally-only (no GPS confirmation),0.9518072289156626,0,-0.2521623476541578,0.303,False,Not significant
S01019,Zaderu-Kudu,Settlement,W014,LGA01,7.488691,11.493725,104.0,Bishama,Idi-Oro,138.866832093966,347.167080234915,2,1,T14,2026-03-13 10:25:00,2026-03-13 10:26:00,False,True,Accessible,False,101,104.0,1.0,T14,True,5,True,False,Visited (track-confirmed),0.9711538461538461,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01891,Loshashi,Village,W029,LGA04,7.978754,10.937983,83.0,Wangoni,Ilela,150.0,1224.4091625996798,0,0,,,,False,False,Accessible,False,56,83.0,1.0,T29,True,5,True,False,Tally-only (no GPS confirmation),0.6746987951807228,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01045,Rilana,Settlement,W014,LGA01,7.390821,11.469407,104.0,Bishama,Idi-Oro,150.0,562.780743941526,4,1,T14,2026-03-10 13:35:00,2026-03-10 13:38:00,False,True,Accessible,False,0,,,,False,5,True,False,Visited (track-confirmed),0.0,0,-0.2521623476541578,0.303,False,Not significant
S00880,Farani,Settlement,W011,LGA02,7.669437,10.470584,96.0,Enyoko-Kofar,Gwarin,150.0,1405.484967354352,0,0,,,,False,False,Accessible,False,60,96.0,1.0,T11,True,5,True,False,Tally-only (no GPS confirmation),0.625,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00843,Bibeyi,Village,W010,LGA02,7.411834,10.868903,130.0,Fazafa,Gwarin,150.0,1543.6763309135367,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,-0.2521623476541578,0.001,True,Cold spot (well-covered cluster)
S00200,Hawale,Village,W002,LGA01,7.076295,10.788149,128.0,Ekduru,Idi-Oro,150.0,740.9990854735009,0,0,,,,False,False,Accessible,False,87,128.0,1.0,T02,True,5,True,False,Tally-only (no GPS confirmation),0.6796875,0,1.6708191412571471,0.1,False,Not significant
S00587,Oljile,Village,W007,LGA01,7.318237,11.328476,122.0,Bayoyi,Idi-Oro,116.74532152164726,291.8633038041181,0,0,,,,False,False,Accessible,False,123,122.0,1.0,T07,True,5,True,False,Tally-only (no GPS confirmation),1.0081967213114753,0,0.7093283968014948,0.315,False,Not significant
S00100,Mashasa,Village,W001,LGA01,7.061507,10.962902,96.0,Ekngoyi,Idi-Oro,150.0,596.387999527,0,0,,,,False,False,Accessible,False,61,96.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.6354166666666666,0,0.7093283968014948,0.315,False,Not significant
S00309,Sulade,Village,W003,LGA01,7.226176,10.996478,95.0,Satita,Idi-Oro,150.0,470.7378790384838,0,0,,,,False,False,Accessible,False,54,95.0,1.0,T03,True,5,True,False,Tally-only (no GPS confirmation),0.5684210526315789,0,-0.2521623476541578,0.306,False,Not significant
S00105,Kaluja,Urban block,W001,LGA01,7.092386,11.102475,381.0,Ekngoyi,Idi-Oro,150.0,2823.1289271292994,0,0,,,,False,False,Accessible,False,319,381.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.8372703412073491,0,1.6708191412571471,0.1,False,Not significant
S00525,Tayona,Village,W006,LGA01,7.187271,11.302059,180.0,Okradu,Idi-Oro,103.09535495787723,257.73838739469306,0,0,,,,False,False,Accessible,False,107,180.0,1.0,T06,True,5,True,False,Tally-only (no GPS confirmation),0.5944444444444444,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01973,Umdedu,Village,W030,LGA04,7.90043,10.631658,45.0,Yeride,Ilela,50.0,63.50563568409182,29,1,T30,2026-03-11 15:05:00,2026-03-11 15:33:00,True,True,Accessible,True,33,45.0,1.0,T30,True,5,True,False,Visited (track-confirmed),0.7333333333333333,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S02009,Yeladu,Hamlet,W031,LGA03,7.938448,11.318772,16.0,Satide,Katsuma,150.0,637.909439324289,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,0.7093283968014948,0.306,False,Not significant
S00919,Zalasa,Village,W011,LGA02,7.596503,10.390223,50.0,Enyoko-Kofar,Gwarin,150.0,1603.318797729307,37,1,T11,2026-03-10 08:47:00,2026-03-10 09:23:00,False,True,Accessible,False,31,50.0,1.0,T11,True,5,True,False,Visited (track-confirmed),0.62,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00849,Ribefa,Village,W010,LGA02,7.433887,10.762987,75.0,Fazafa,Gwarin,150.0,1142.4365207538212,32,2,"T05,T10",2026-03-09 14:35:00,2026-03-10 16:38:00,False,True,Accessible,False,69,75.0,1.0,T10,True,5,True,False,Visited (track-confirmed),0.92,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01919,Kasale,Village,W029,LGA04,7.913198,11.09099,102.0,Wangoni,Ilela,150.0,415.2053866716291,5,1,T02,2026-03-09 18:02:00,2026-03-09 18:06:00,False,True,Accessible,False,0,,,,False,5,True,False,Visited (track-confirmed),0.0,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01174,Agyowo,Village,W015,LGA01,7.508765,11.219791,112.0,Baluru,Idi-Oro,150.0,741.7162165395999,1,1,T15,2026-03-10 14:41:00,2026-03-10 14:41:00,False,True,Accessible,False,103,112.0,1.0,T15,True,5,True,False,Visited (track-confirmed),0.9196428571428571,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00226,Dodemi,Village,W003,LGA01,7.364403,10.981514,73.0,Satita,Idi-Oro,150.0,2614.451099086502,0,0,,,,False,False,Accessible,False,67,73.0,1.0,T03,True,5,True,False,Tally-only (no GPS confirmation),0.9178082191780822,0,1.6708191412571471,0.102,False,Not significant
S00856,Gudeja,Settlement,W010,LGA02,7.446851,10.883179,6.0,Fazafa,Gwarin,150.0,2692.6712852300557,0,0,,,,False,False,Accessible,False,4,6.0,1.0,T10,True,5,True,False,Tally-only (no GPS confirmation),0.6666666666666666,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01335,Jiritu,Settlement,W018,LGA02,7.551268,10.658229,13.0,Adwana,Gwarin,150.0,416.4346281039831,19,1,T18,2026-03-12 15:55:00,2026-03-12 16:13:00,False,True,Accessible,False,9,13.0,1.0,T18,True,5,True,False,Visited (track-confirmed),0.6923076923076923,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00156,Yelata,Settlement,W002,LGA01,7.12143,10.752138,64.0,Ekduru,Idi-Oro,150.0,1415.7846610093102,0,0,,,,False,False,Accessible,False,64,64.0,1.0,T02,True,5,True,False,Tally-only (no GPS confirmation),1.0,0,-0.2521623476541578,0.305,False,Not significant
S02062,Longosa,Village,W032,LGA04,8.052803,10.894353,57.0,Bisani-Gabas,Ilela,131.89864229663291,329.7466057415823,27,1,T32,2026-03-10 12:24:00,2026-03-10 12:50:00,False,True,Accessible,False,54,57.0,1.0,T32,True,5,True,False,Visited (track-confirmed),0.9473684210526315,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00696,Irngosa,Hamlet,W008,LGA01,7.424209,10.969162,59.0,Umyosa,Idi-Oro,150.0,441.6077355903459,0,0,,,,False,False,Accessible,False,61,59.0,1.0,T08,True,5,True,False,Tally-only (no GPS confirmation),1.0338983050847457,0,1.6708191412571471,0.102,False,Not significant
S00383,Entsina,Village,W005,LGA02,7.380006,10.722819,46.0,Jijile,Gwarin,150.0,922.8543944668284,0,0,,,,False,False,Accessible,False,41,46.0,1.0,T05,True,5,True,False,Tally-only (no GPS confirmation),0.8913043478260869,0,0.7093283968014948,0.315,False,Not significant
S00329,Ibshaja,Hamlet,W004,LGA02,7.248575,10.57124,9.0,Yesawo,Gwarin,150.0,532.3091939450828,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,-0.2521623476541578,0.001,True,Cold spot (well-covered cluster)
S00426,Sungofa,Village,W006,LGA01,7.235551,11.294637,45.0,Okradu,Idi-Oro,150.0,1134.9187080271915,0,0,,,,False,False,Accessible,False,41,45.0,1.0,T06,True,5,True,False,Tally-only (no GPS confirmation),0.9111111111111111,0,-0.2521623476541578,0.306,False,Not significant
S02113,Adkoba,Village,W033,LGA03,7.984994,11.158934,20.0,Tasayi,Katsuma,150.0,733.7522446990184,0,0,,,,False,False,Accessible,False,17,20.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.85,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00750,Oldede-Yamma,Urban block,W008,LGA01,7.306757,10.915594,347.0,Umyosa,Idi-Oro,150.0,2008.2200250081899,0,0,,,,False,False,Accessible,False,341,347.0,1.0,T08,True,5,True,False,Tally-only (no GPS confirmation),0.9827089337175793,0,-0.2521623476541578,0.306,False,Not significant
S01112,Yejile,Urban block,W015,LGA01,7.502999,11.345794,471.0,Baluru,Idi-Oro,150.0,1523.6516317621397,0,0,,,,False,False,Accessible,False,301,471.0,1.0,T15,True,5,True,False,Tally-only (no GPS confirmation),0.6390658174097664,0,-0.2521623476541578,0.306,False,Not significant
S00141,Ribafa,Hamlet,W002,LGA01,7.234753,10.784463,36.0,Ekduru,Idi-Oro,93.6060653935013,234.01516348375324,0,0,,,,False,False,Accessible,False,34,36.0,1.0,T02,True,5,True,False,Tally-only (no GPS confirmation),0.9444444444444444,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00181,Zayowo,Village,W002,LGA01,7.180571,10.871717,,Ekduru,Idi-Oro,150.0,3513.8409738943606,0,0,,,,False,False,Accessible,False,134,155.0,1.0,T02,True,5,True,False,Tally-only (no GPS confirmation),0.864516129032258,0,-0.2521623476541578,0.306,False,Not significant
S01646,Umduta,Village,W024,LGA04,7.790865,10.776839,121.0,Kuraba-Kofar,Ilela,150.0,1067.936677923661,0,0,,,,False,False,Accessible,False,110,121.0,1.0,T24,True,5,True,False,Tally-only (no GPS confirmation),0.9090909090909091,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01727,Fajiru,Village,W026,LGA03,7.7491,11.435383,15.0,Kungomi,Katsuma,150.0,917.1897505980756,2,1,T26,2026-03-09 10:11:00,2026-03-09 10:12:00,False,True,Accessible,False,0,,,,False,5,True,False,Visited (track-confirmed),0.0,0,1.6708191412571471,0.103,False,Not significant
S00184,Bibeko,Settlement,W002,LGA01,7.088818,10.796387,71.0,Ekduru,Idi-Oro,122.81630881850006,307.04077204625014,0,0,,,,False,False,Accessible,False,71,71.0,1.0,T02,True,5,True,False,Tally-only (no GPS confirmation),1.0,0,-0.2521623476541578,0.306,False,Not significant
S01631,Nuritu,Settlement,W023,LGA03,7.818524,11.244134,54.0,Suwade,Katsuma,150.0,604.9416157449364,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,3.5938006301684524,0.028,False,Not significant
S02002,Hasaru-Kudu,Settlement,W031,LGA03,7.918688,11.361436,69.0,Satide,Katsuma,109.22990995686169,273.0747748921542,38,1,T31,2026-03-10 14:37:00,2026-03-11 09:37:00,False,True,Accessible,False,46,69.0,1.0,T31,True,5,True,False,Visited (track-confirmed),0.6666666666666666,0,-0.2521623476541578,0.308,False,Not significant
S00337,Agrale,Village,W004,LGA02,7.224331,10.633795,25.0,Yesawo,Gwarin,150.0,868.00319618251,0,0,,,,False,False,Accessible,False,18,25.0,1.0,T04,True,5,True,False,Tally-only (no GPS confirmation),0.72,0,-0.2521623476541578,0.308,False,Not significant
S02378,Habeshi,Village,W038,LGA03,8.417047,11.337818,160.0,Sashasa,Katsuma,150.0,2382.3897981788373,0,0,,,,False,False,Accessible,False,108,160.0,1.0,T06,True,5,True,False,Tally-only (no GPS confirmation),0.675,0,-0.2521623476541578,0.308,False,Not significant
S00445,Gunana,Village,W006,LGA01,7.252583,11.169084,113.0,Okradu,Idi-Oro,141.83471732199402,354.58679330498506,0,0,,,,False,False,Accessible,False,80,113.0,1.0,T06,True,5,True,False,Tally-only (no GPS confirmation),0.7079646017699115,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01023,Guraja,Village,W014,LGA01,7.381531,11.47916,105.0,Bishama,Idi-Oro,150.0,918.9882363216049,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,-0.2521623476541578,0.001,True,Cold spot (well-covered cluster)
S01462,Zatsima,Hamlet,W020,LGA01,7.730092,11.143396,46.0,Famade,Idi-Oro,150.0,548.4326513136286,4,1,T20,2026-03-13 18:01:00,2026-03-13 18:04:00,False,True,Accessible,False,39,46.0,1.0,T20,True,5,True,False,Visited (track-confirmed),0.8478260869565217,0,-0.2521623476541578,0.305,False,Not significant
S00567,Fabema,Village,W007,LGA01,7.376342,11.221738,136.0,Bayoyi,Idi-Oro,74.09326318900976,185.2331579725244,10,1,T07,2026-03-11 12:17:00,2026-03-12 11:18:00,True,True,Accessible,False,88,136.0,1.0,T07,True,5,True,False,Visited (track-confirmed),0.6470588235294118,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00788,Zayoma,Urban block,W009,LGA02,7.490951,11.009486,125.0,Washatu,Gwarin,50.0,82.88434314093729,31,1,T09,2026-03-10 16:29:00,2026-03-10 16:59:00,True,True,Accessible,True,71,125.0,1.0,T09,True,5,True,False,Visited (track-confirmed),0.568,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01516,Yebeba,Settlement,W021,LGA02,7.858471,10.469742,18.0,Yezata,Gwarin,150.0,418.43462273265135,22,1,T21,2026-03-10 12:20:00,2026-03-12 13:06:00,False,True,Accessible,False,18,18.0,1.0,T21,True,5,True,False,Visited (track-confirmed),1.0,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00879,Enluwa,Urban block,W011,LGA02,7.593484,10.372532,303.0,Enyoko-Kofar,Gwarin,150.0,1984.3267420863035,34,1,T11,2026-03-12 07:24:00,2026-03-12 08:00:00,False,True,Accessible,False,171,303.0,1.0,T11,True,5,True,False,Visited (track-confirmed),0.5643564356435643,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01278,Agrimi,Settlement,W017,LGA03,7.528006,11.42467,25.0,Bazasa,Katsuma,150.0,1205.3456644021999,30,1,T17,2026-03-10 17:30:00,2026-03-11 15:34:00,False,True,Accessible,False,23,25.0,1.0,T17,True,5,True,False,Visited (track-confirmed),0.92,0,-0.2521623476541578,0.305,False,Not significant
S01927,Ringoru,Village,W030,LGA04,8.080886,10.580473,17.0,Yeride,Ilela,150.0,1485.9078727278152,0,0,,,,False,False,Accessible,False,14,17.0,1.0,T30,True,5,True,False,Tally-only (no GPS confirmation),0.8235294117647058,0,-0.2521623476541578,0.305,False,Not significant
S02109,Risale-Sabo,Village,W033,LGA03,7.996697,11.143936,67.0,Tasayi,Katsuma,150.0,574.5987880223755,0,0,,,,False,False,Accessible,False,46,67.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.6865671641791045,0,-0.2521623476541578,0.305,False,Not significant
S02358,Hangoru,Hamlet,W037,LGA03,8.214155,11.548091,25.0,Longoma,Katsuma,150.0,557.9358905438396,0,0,,,,False,False,Accessible,False,20,25.0,1.0,T05,True,5,True,False,Tally-only (no GPS confirmation),0.8,0,1.6708191412571471,0.102,False,Not significant
S00920,Farasa,Hamlet,W011,LGA02,7.726038,10.402832,4.0,Enyoko-Kofar,Gwarin,150.0,739.9530724253217,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,-0.2521623476541578,0.001,True,Cold spot (well-covered cluster)
S01571,Enraja,Hamlet,W022,LGA03,8.199674,11.441283,14.0,Sudefa,Katsuma,150.0,699.7152484707306,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,0.7093283968014948,0.307,False,Not significant
S00762,Enduta,Village,W008,LGA01,7.355781,10.834656,32.0,Umyosa,Idi-Oro,150.0,1588.396940125771,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,-0.2521623476541578,0.001,True,Cold spot (well-covered cluster)
S02056,Yejija,Hamlet,W032,LGA04,8.060829,10.838748,41.0,Bisani-Gabas,Ilela,150.0,757.6491385884511,0,0,,,,False,False,Accessible,False,25,41.0,1.0,T32,True,5,True,False,Tally-only (no GPS confirmation),0.6097560975609756,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00319,Rikoshi,Urban block,W003,LGA01,7.449792,11.051997,757.0,Satita,Idi-Oro,150.0,1264.3503620468446,0,0,,,,False,False,Accessible,False,564,757.0,1.0,T03,True,5,True,False,Tally-only (no GPS confirmation),0.7450462351387054,0,1.6708191412571471,0.103,False,Not significant
S01781,Agmana,Village,W027,LGA03,7.899721,11.463895,20.0,Daberi,Katsuma,150.0,600.2918598421612,125,1,T27,2026-03-11 11:15:00,2026-03-13 13:24:00,False,True,Accessible,False,13,20.0,1.0,T27,True,5,True,False,Visited (track-confirmed),0.65,0,-0.2521623476541578,0.305,False,Not significant
S00932,Habatu,Hamlet,W012,LGA02,7.328668,10.519834,12.0,Darari,Gwarin,150.0,750.2023613112207,39,1,T12,2026-03-09 12:08:00,2026-03-10 17:45:00,False,True,Accessible,False,7,12.0,1.0,T12,True,5,True,False,Visited (track-confirmed),0.5833333333333334,0,-0.2521623476541578,0.305,False,Not significant
S02355,Kamaba-Arewa,Village,W037,LGA03,8.188456,11.542163,64.0,Longoma,Katsuma,88.05345639423649,220.1336409855912,0,0,,,,False,False,Accessible,False,52,64.0,1.0,T05,True,5,True,False,Tally-only (no GPS confirmation),0.8125,0,0.7093283968014948,0.315,False,Not significant
S01358,Jidusa,Hamlet,W018,LGA02,7.549817,10.646969,18.0,Adwana,Gwarin,150.0,497.4224890996528,0,0,,,,False,False,Accessible,False,13,18.0,1.0,T18,True,5,True,False,Tally-only (no GPS confirmation),0.7222222222222222,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00085,Adbeta,Hamlet,W001,LGA01,7.048635,11.073911,22.0,Ekngoyi,Idi-Oro,150.0,646.3565475917062,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,0.7093283968014948,0.306,False,Not significant
S01723,Ibjidu,Settlement,W026,LGA03,7.728521,11.515566,59.0,Kungomi,Katsuma,150.0,971.1431628367891,3,1,T26,2026-03-11 08:42:00,2026-03-11 08:44:00,False,True,Accessible,False,0,,,,False,5,True,False,Visited (track-confirmed),0.0,0,-0.2521623476541578,0.306,False,Not significant
S00638,Nusashi,Village,W007,LGA01,7.320324,11.222049,16.0,Bayoyi,Idi-Oro,150.0,1255.1984766278008,0,0,,,,False,False,Accessible,False,17,16.0,1.0,T07,True,5,True,False,Tally-only (no GPS confirmation),1.0625,0,1.6708191412571471,0.102,False,Not significant
S00310,Karitu,Village,W003,LGA01,7.422673,10.983563,246.0,Satita,Idi-Oro,150.0,562.802429368728,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.315,False,Not significant
S00455,Umwana,Village,W006,LGA01,7.185266,11.299753,140.0,Okradu,Idi-Oro,79.95647998280617,199.89119995701543,0,0,,,,False,False,Accessible,False,137,140.0,1.0,T06,True,5,True,False,Tally-only (no GPS confirmation),0.9785714285714285,0,-0.2521623476541578,0.305,False,Not significant
S02172,Sukotu,Village,W034,LGA03,8.229173,11.226746,88.0,Dodeta,Katsuma,150.0,1306.9898620603635,0,0,,,,False,False,Accessible,False,58,88.0,1.0,T02,True,5,True,False,Tally-only (no GPS confirmation),0.6590909090909091,0,-0.2521623476541578,0.305,False,Not significant
S01936,Uzzashi,Village,W030,LGA04,7.93932,10.590878,78.0,Yeride,Ilela,150.0,1287.1396441583508,0,0,,,,False,False,Accessible,False,59,78.0,1.0,T30,True,5,True,False,Tally-only (no GPS confirmation),0.7564102564102564,0,0.7093283968014948,0.316,False,Not significant
S01988,Tamawa,Village,W030,LGA04,7.931521,10.629319,26.0,Yeride,Ilela,150.0,1107.8110789049356,2,1,T30,2026-03-10 17:29:00,2026-03-10 17:30:00,False,True,Accessible,False,25,26.0,1.0,T30,True,5,True,False,Visited (track-confirmed),0.9615384615384616,0,-0.2521623476541578,0.305,False,Not significant
S00890,Entina,Hamlet,W011,LGA02,7.566494,10.423747,27.0,Enyoko-Kofar,Gwarin,150.0,765.8222874817674,5,1,T11,2026-03-09 18:26:00,2026-03-09 18:30:00,False,True,Accessible,False,27,27.0,1.0,T11,True,5,True,False,Visited (track-confirmed),1.0,0,-0.2521623476541578,0.305,False,Not significant
S00305,Darayi,Hamlet,W003,LGA01,7.265269,11.099681,9.0,Satita,Idi-Oro,150.0,657.4504067549985,0,0,,,,False,False,Accessible,False,9,9.0,1.0,T03,True,5,True,False,Tally-only (no GPS confirmation),1.0,0,0.7093283968014948,0.316,False,Not significant
S01131,Doriba,Urban block,W015,LGA01,7.553608,11.301884,771.0,Baluru,Idi-Oro,91.78445946683327,229.46114866708317,3,1,T15,2026-03-10 07:31:00,2026-03-10 07:33:00,False,True,Accessible,False,541,771.0,1.0,T15,True,5,True,False,Visited (track-confirmed),0.7016861219195849,0,-0.2521623476541578,0.305,False,Not significant
S01273,Riyota,Village,W016,LGA02,7.638666,10.497314,17.0,Uzritu,Gwarin,150.0,380.44795499902773,8,1,T16,2026-03-11 13:38:00,2026-03-13 17:17:00,False,True,Accessible,False,16,17.0,1.0,T16,True,5,True,False,Visited (track-confirmed),0.9411764705882353,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01431,Agzaba,Village,W020,LGA01,7.722511,11.121426,33.0,Famade,Idi-Oro,150.0,631.6097922779927,0,0,,,,False,False,Accessible,False,32,33.0,1.0,T20,True,5,True,False,Tally-only (no GPS confirmation),0.9696969696969697,0,-0.2521623476541578,0.305,False,Not significant
S01414,Fatsina-Kofar,Settlement,W019,LGA04,7.609814,11.003492,49.0,Umzaba-Kofar,Ilela,150.0,455.21570904672683,0,0,,,,False,False,Accessible,False,45,49.0,1.0,T19,True,5,True,False,Tally-only (no GPS confirmation),0.9183673469387755,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01592,Ibdeko,Hamlet,W023,LGA03,7.935278,11.195304,15.0,Suwade,Katsuma,96.60354886262178,241.50887215655445,33,1,T23,2026-03-13 07:14:00,2026-03-13 11:54:00,False,True,Accessible,False,13,15.0,1.0,T23,True,5,True,False,Visited (track-confirmed),0.8666666666666667,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00082,Kaladu,Village,W001,LGA01,7.024104,11.037773,88.0,Ekngoyi,Idi-Oro,150.0,405.4481649613613,0,0,,,,False,False,Accessible,False,62,88.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.7045454545454546,0,-0.2521623476541578,0.305,False,Not significant
S01774,Damafa,Village,W027,LGA03,7.913179,11.509624,55.0,Daberi,Katsuma,150.0,1307.124121775235,98,1,T27,2026-03-10 11:05:00,2026-03-10 12:57:00,False,True,Accessible,False,51,55.0,1.0,T27,True,5,True,False,Visited (track-confirmed),0.9272727272727272,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01729,Jiriwa,Village,W026,LGA03,7.749553,11.415722,52.0,Kungomi,Katsuma,150.0,471.1171923006848,18,1,T26,2026-03-09 10:38:00,2026-03-09 10:55:00,False,True,Accessible,False,39,52.0,1.0,T26,True,5,True,False,Visited (track-confirmed),0.75,0,0.7093283968014948,0.316,False,Not significant
S01885,Kaduna,Village,W029,LGA04,7.964739,11.056089,65.0,Wangoni,Ilela,150.0,724.4674384556918,2,1,T29,2026-03-11 08:51:00,2026-03-11 08:52:00,False,True,Accessible,False,36,65.0,1.0,T29,True,5,True,False,Visited (track-confirmed),0.5538461538461539,0,-0.2521623476541578,0.305,False,Not significant
S01647,Umluba,Settlement,W024,LGA04,7.833344,10.703461,47.0,Kuraba-Kofar,Ilela,150.0,781.6419129536729,130,2,"T04,T24",2026-03-09 14:18:00,2026-03-12 15:39:00,False,True,Accessible,False,40,47.0,1.0,T24,True,5,True,False,Visited (track-confirmed),0.851063829787234,0,-0.2521623476541578,0.305,False,Not significant
S00953,Dolule-Tsakiya,Settlement,W013,LGA02,7.474932,10.579228,25.0,Sashako,Gwarin,111.73013003369783,279.3253250842446,28,1,T13,2026-03-11 07:22:00,2026-03-13 10:38:00,False,True,Accessible,False,24,25.0,1.0,T13,True,5,True,False,Visited (track-confirmed),0.96,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01156,Daluna,Urban block,W015,LGA01,7.694902,11.265077,368.0,Baluru,Idi-Oro,150.0,427.16473392771644,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,0.7093283968014948,0.308,False,Not significant
S00632,Banadu,Urban block,W007,LGA01,7.426648,11.322696,230.0,Bayoyi,Idi-Oro,150.0,2301.523951167543,0,0,,,,False,False,Accessible,False,180,230.0,1.0,T07,True,5,True,False,Tally-only (no GPS confirmation),0.782608695652174,0,0.7093283968014948,0.315,False,Not significant
S01836,Famayi,Village,W028,LGA04,7.900222,10.841189,40.0,Wangoja,Ilela,150.0,1619.777748846158,24,1,T28,2026-03-12 10:17:00,2026-03-13 13:22:00,False,True,Accessible,False,41,40.0,1.0,T28,True,5,True,False,Visited (track-confirmed),1.025,0,-0.2521623476541578,0.308,False,Not significant
S01351,Tatsiru,Hamlet,W018,LGA02,7.567866,10.64673,9.0,Adwana,Gwarin,150.0,418.1195514138994,102,1,T18,2026-03-09 10:31:00,2026-03-10 12:13:00,False,True,Accessible,False,8,9.0,1.0,T18,True,5,True,False,Visited (track-confirmed),0.8888888888888888,0,-0.2521623476541578,0.308,False,Not significant
S00625,Suyoru,Village,W007,LGA01,7.404363,11.258472,62.0,Bayoyi,Idi-Oro,150.0,1259.3471072770637,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,0.7093283968014948,0.309,False,Not significant
S01135,Dobeko,Hamlet,W015,LGA01,7.713771,11.298133,44.0,Baluru,Idi-Oro,141.63096270706032,354.0774067676508,0,0,,,,False,False,Accessible,False,35,44.0,1.0,T15,True,5,True,False,Tally-only (no GPS confirmation),0.7954545454545454,0,-0.2521623476541578,0.308,False,Not significant
