campaign_date,team_id,settlement_id,ward_code,lga_name,target_population_under5,doses_administered
2026-03-11,T09,S00816,W009,Gwarin,499,424
2026-03-11,T09,S00818,W009,Gwarin,25,18
2026-03-11,T09,S00796,W009,Gwarin,3,3
2026-03-11,T09,S00797,W009,Gwarin,64,47
2026-03-11,T09,S00798,W009,Gwarin,62,59
2026-03-11,T09,S00791,W009,Gwarin,52,40
2026-03-11,T09,S00814,W009,Gwarin,47,35
2026-03-12,T09,S00799,W009,Gwarin,14,13
2026-03-12,T09,S00802,W009,Gwarin,23,24
2026-03-12,T09,S00804,W009,Gwarin,23,23
2026-03-12,T09,S00824,W009,Gwarin,104,72
2026-03-12,T09,S00794,W009,Gwarin,63,63
2026-03-12,T09,S00819,W009,Gwarin,37,26
2026-03-12,T09,S00813,W009,Gwarin,61,55
2026-03-13,T09,S00789,W009,Gwarin,26,25
2026-03-13,T09,S00810,W009,Gwarin,47,36
2026-03-13,T09,S00823,W009,Gwarin,13,8
2026-03-13,T09,S00808,W009,Gwarin,6,5
2026-03-09,T10,S00865,W010,Gwarin,284,293
2026-03-09,T10,S00871,W010,Gwarin,26,18
2026-03-09,T10,S00848,W010,Gwarin,17,13
2026-03-09,T10,S00849,W010,Gwarin,75,69
2026-03-09,T10,S00831,W010,Gwarin,46,28
2026-03-09,T10,S00840,W010,Gwarin,193,112
2026-03-09,T10,S00835,W010,Gwarin,56,35
2026-03-09,T10,S00856,W010,Gwarin,6,4
2026-03-09,T10,S00853,W010,Gwarin,564,572
2026-03-10,T10,S00838,W010,Gwarin,45,28
2026-03-10,T10,S00841,W010,Gwarin,119,106
2026-03-10,T10,S00861,W010,Gwarin,26,26
2026-03-10,T10,S00850,W010,Gwarin,50,35
2026-03-10,T10,S00862,W010,Gwarin,96,77
2026-03-10,T10,S00866,W010,Gwarin,20,21
2026-03-10,T10,S00827,W010,Gwarin,102,67
2026-03-10,T10,S00851,W010,Gwarin,32,23
2026-03-10,T10,S00826,W010,Gwarin,64,48
2026-03-11,T10,S00869,W010,Gwarin,137,83
2026-03-11,T10,S00828,W010,Gwarin,59,41
2026-03-11,T10,S00829,W010,Gwarin,39,24
2026-03-11,T10,S00839,W010,Gwarin,79,82
2026-03-11,T10,S00844,W010,Gwarin,45,36
2026-03-11,T10,S00845,W010,Gwarin,3,3
2026-03-11,T10,S00836,W010,Gwarin,9,8
2026-03-11,T10,S00842,W010,Gwarin,110,101
2026-03-11,T10,S00852,W010,Gwarin,20,19
2026-03-12,T10,S00834,W010,Gwarin,22,19
2026-03-12,T10,S00859,W010,Gwarin,41,38
2026-03-12,T10,S00847,W010,Gwarin,115,71
2026-03-12,T10,S00860,W010,Gwarin,92,61
2026-03-12,T10,S00864,W010,Gwarin,40,38
2026-03-12,T10,S00832,W010,Gwarin,62,35
2026-03-12,T10,S00833,W010,Gwarin,23,15
2026-03-12,T10,S00846,W010,Gwarin,15,15
2026-03-12,T10,S00863,W010,Gwarin,18,16
2026-03-13,T10,S00857,W010,Gwarin,24,16
2026-03-13,T10,S00830,W010,Gwarin,93,65
2026-03-13,T10,S00870,W010,Gwarin,22,23
2026-03-13,T10,S00867,W010,Gwarin,7,4
2026-03-13,T10,S00854,W010,Gwarin,35,34
2026-03-13,T10,S00855,W010,Gwarin,3,2
2026-03-09,T11,S00894,W011,Gwarin,96,63
2026-03-09,T11,S00885,W011,Gwarin,45,26
2026-03-09,T11,S00907,W011,Gwarin,39,39
2026-03-09,T11,S00876,W011,Gwarin,6,5
2026-03-09,T11,S00890,W011,Gwarin,27,27
2026-03-09,T11,S00911,W011,Gwarin,28,21
2026-03-09,T11,S00924,W011,Gwarin,32,21
2026-03-09,T11,S00892,W011,Gwarin,30,30
2026-03-09,T11,S00891,W011,Gwarin,50,43
2026-03-09,T11,S00893,W011,Gwarin,47,33
2026-03-10,T11,S00908,W011,Gwarin,23,23
2026-03-10,T11,S00919,W011,Gwarin,50,31
2026-03-10,T11,S00883,W011,Gwarin,12,9
2026-03-10,T11,S00906,W011,Gwarin,34,19
2026-03-10,T11,S00887,W011,Gwarin,20,11
2026-03-10,T11,S00923,W011,Gwarin,118,95
2026-03-10,T11,S00884,W011,Gwarin,12,8
2026-03-10,T11,S00904,W011,Gwarin,4,4
2026-03-10,T11,S00880,W011,Gwarin,96,60
2026-03-10,T11,S00901,W011,Gwarin,11,10
2026-03-11,T11,S00910,W011,Gwarin,81,78
2026-03-11,T11,S00905,W011,Gwarin,66,51
2026-03-11,T11,S00900,W011,Gwarin,34,23
2026-03-11,T11,S00903,W011,Gwarin,12,11
2026-03-11,T11,S00874,W011,Gwarin,119,99
2026-03-11,T11,S00886,W011,Gwarin,47,30
2026-03-11,T11,S00918,W011,Gwarin,10,7
2026-03-11,T11,S00873,W011,Gwarin,28,21
2026-03-11,T11,S00899,W011,Gwarin,27,21
2026-03-11,T11,S00877,W011,Gwarin,37,26
2026-03-12,T11,S00879,W011,Gwarin,303,171
2026-03-12,T11,S00889,W011,Gwarin,13,7
2026-03-12,T11,S00875,W011,Gwarin,30,19
2026-03-12,T11,S00916,W011,Gwarin,7,7
2026-03-12,T11,S00914,W011,Gwarin,7,5
2026-03-12,T11,S00909,W011,Gwarin,60,39
2026-03-12,T11,S00872,W011,Gwarin,61,39
2026-03-12,T11,S00881,W011,Gwarin,54,39
2026-03-12,T11,S00917,W011,Gwarin,86,81
2026-03-12,T11,S00895,W011,Gwarin,18,16
2026-03-13,T11,S00922,W011,Gwarin,131,98
2026-03-13,T11,S00902,W011,Gwarin,41,37
2026-03-13,T11,S00878,W011,Gwarin,10,6
2026-03-13,T11,S00888,W011,Gwarin,54,50
2026-03-13,T11,S00882,W011,Gwarin,57,54
2026-03-13,T11,S00898,W011,Gwarin,74,48
2026-03-13,T11,S00896,W011,Gwarin,110,68
2026-03-13,T11,S00921,W011,Gwarin,14,10
2026-03-13,T11,S00925,W011,Gwarin,29,26
2026-03-13,T11,S00897,W011,Gwarin,79,83
2026-03-09,T12,S00944,W012,Gwarin,22,14
2026-03-09,T12,S00937,W012,Gwarin,115,115
2026-03-09,T12,S00929,W012,Gwarin,85,65
2026-03-09,T12,S00951,W012,Gwarin,57,48
2026-03-09,T12,S00932,W012,Gwarin,12,7
2026-03-10,T12,S00939,W012,Gwarin,58,52
2026-03-10,T12,S00933,W012,Gwarin,150,132
2026-03-10,T12,S00946,W012,Gwarin,167,119
2026-03-10,T12,S00926,W012,Gwarin,115,89
2026-03-10,T12,S00936,W012,Gwarin,20,13
2026-03-11,T12,S00948,W012,Gwarin,54,37
2026-03-11,T12,S00934,W012,Gwarin,41,31
2026-03-11,T12,S00927,W012,Gwarin,173,155
2026-03-11,T12,S00943,W012,Gwarin,9,7
2026-03-11,T12,S00928,W012,Gwarin,87,54
2026-03-12,T12,S00938,W012,Gwarin,91,78
2026-03-12,T12,S00942,W012,Gwarin,51,32
2026-03-12,T12,S00947,W012,Gwarin,60,61
2026-03-12,T12,S00952,W012,Gwarin,43,33
2026-03-12,T12,S00945,W012,Gwarin,146,104
2026-03-13,T12,S00930,W012,Gwarin,31,18
2026-03-13,T12,S00940,W012,Gwarin,45,28
2026-03-13,T12,S00941,W012,Gwarin,61,48
2026-03-13,T12,S00935,W012,Gwarin,81,81
2026-03-13,T12,S00950,W012,Gwarin,16,10
2026-03-09,T13,S00965,W013,Gwarin,109,76
2026-03-09,T13,S00981,W013,Gwarin,40,40
2026-03-09,T13,S00989,W013,Gwarin,45,26
2026-03-09,T13,S00969,W013,Gwarin,36,36
2026-03-09,T13,S00954,W013,Gwarin,36,21
2026-03-09,T13,S00987,W013,Gwarin,13,8
2026-03-10,T13,S00959,W013,Gwarin,30,21
2026-03-10,T13,S00979,W013,Gwarin,75,64
2026-03-10,T13,S00990,W013,Gwarin,129,133
2026-03-10,T13,S00988,W013,Gwarin,110,88
2026-03-10,T13,S00968,W013,Gwarin,39,36
2026-03-10,T13,S00986,W013,Gwarin,39,37
2026-03-11,T13,S00953,W013,Gwarin,25,24
2026-03-11,T13,S00970,W013,Gwarin,22,20
2026-03-11,T13,S00996,W013,Gwarin,15,12
2026-03-11,T13,S00997,W013,Gwarin,19,11
2026-03-11,T13,S00992,W013,Gwarin,18,13
2026-03-11,T13,S00976,W013,Gwarin,100,64
2026-03-12,T13,S00962,W013,Gwarin,20,14
2026-03-12,T13,S00994,W013,Gwarin,56,58
2026-03-12,T13,S00982,W013,Gwarin,38,24
2026-03-12,T13,S00974,W013,Gwarin,25,18
2026-03-12,T13,S00991,W013,Gwarin,88,90
2026-03-12,T13,S00958,W013,Gwarin,17,10
2026-03-13,T13,S00957,W013,Gwarin,62,45
2026-03-13,T13,S00983,W013,Gwarin,53,43
2026-03-13,T13,S00963,W013,Gwarin,26,27
2026-03-13,T13,S00972,W013,Gwarin,85,63
2026-03-09,T14,S01003,W014,Idi-Oro,226,126
2026-03-09,T14,S01008,W014,Idi-Oro,466,375
2026-03-09,T14,S01087,W014,Idi-Oro,22,17
2026-03-09,T14,S01017,W014,Idi-Oro,27,19
2026-03-09,T14,S01041,W014,Idi-Oro,58,60
2026-03-09,T14,S01002,W014,Idi-Oro,166,165
2026-03-09,T14,S01065,W014,Idi-Oro,213,132
2026-03-09,T14,S01013,W014,Idi-Oro,154,116
2026-03-09,T14,S01088,W014,Idi-Oro,88,93
2026-03-09,T14,S01018,W014,Idi-Oro,180,148
2026-03-09,T14,S01071,W014,Idi-Oro,42,41
2026-03-09,T14,S01053,W014,Idi-Oro,145,140
2026-03-09,T14,S01059,W014,Idi-Oro,69,68
2026-03-09,T14,S01068,W014,Idi-Oro,269,229
2026-03-09,T14,S01077,W014,Idi-Oro,18,17
2026-03-09,T14,S01021,W014,Idi-Oro,197,178
2026-03-10,T14,S01078,W014,Idi-Oro,33,27
2026-03-10,T14,S01093,W014,Idi-Oro,121,111
2026-03-10,T14,S01063,W014,Idi-Oro,14,12
2026-03-10,T14,S01030,W014,Idi-Oro,159,149
2026-03-10,T14,S01032,W014,Idi-Oro,47,43
2026-03-10,T14,S01066,W014,Idi-Oro,72,61
2026-03-10,T14,S01072,W014,Idi-Oro,67,68
2026-03-10,T14,S01014,W014,Idi-Oro,30,27
2026-03-10,T14,S01044,W014,Idi-Oro,34,33
2026-03-10,T14,S01090,W014,Idi-Oro,51,46
2026-03-10,T14,S01070,W014,Idi-Oro,130,74
2026-03-10,T14,S01081,W014,Idi-Oro,232,219
2026-03-10,T14,S01079,W014,Idi-Oro,31,28
2026-03-10,T14,S01085,W014,Idi-Oro,28,19
2026-03-10,T14,S01048,W014,Idi-Oro,13,14
2026-03-10,T14,S01012,W014,Idi-Oro,430,300
2026-03-11,T14,S01056,W014,Idi-Oro,42,30
2026-03-11,T14,S01019,W014,Idi-Oro,104,101
2026-03-11,T14,S01039,W014,Idi-Oro,193,191
2026-03-11,T14,S01022,W014,Idi-Oro,206,170
2026-03-11,T14,S01089,W014,Idi-Oro,319,328
2026-03-11,T14,S01046,W014,Idi-Oro,66,69
2026-03-11,T14,S01026,W014,Idi-Oro,34,26
2026-03-11,T14,S01060,W014,Idi-Oro,32,25
2026-03-11,T14,S01062,W014,Idi-Oro,97,73
2026-03-11,T14,S01020,W014,Idi-Oro,29,18
2026-03-11,T14,S01036,W014,Idi-Oro,425,355
2026-03-11,T14,S01058,W014,Idi-Oro,43,45
2026-03-11,T14,S01007,W014,Idi-Oro,18,12
2026-03-11,T14,S01057,W014,Idi-Oro,125,107
2026-03-11,T14,S01009,W014,Idi-Oro,370,383
2026-03-11,T14,S01035,W014,Idi-Oro,71,58
2026-03-12,T14,S01075,W014,Idi-Oro,41,26
2026-03-12,T14,S01064,W014,Idi-Oro,387,371
2026-03-12,T14,S01050,W014,Idi-Oro,67,70
2026-03-12,T14,S01074,W014,Idi-Oro,62,66
2026-03-12,T14,S00998,W014,Idi-Oro,62,35
2026-03-12,T14,S01042,W014,Idi-Oro,78,73
2026-03-12,T14,S01024,W014,Idi-Oro,560,310
2026-03-12,T14,S01006,W014,Idi-Oro,45,38
2026-03-12,T14,S01025,W014,Idi-Oro,539,428
2026-03-12,T14,S01061,W014,Idi-Oro,215,149
2026-03-12,T14,S01082,W014,Idi-Oro,344,274
2026-03-12,T14,S01084,W014,Idi-Oro,31,27
2026-03-12,T14,S01027,W014,Idi-Oro,37,38
2026-03-12,T14,S01067,W014,Idi-Oro,21,15
2026-03-12,T14,S01010,W014,Idi-Oro,68,62
2026-03-12,T14,S01029,W014,Idi-Oro,225,225
2026-03-13,T14,S01086,W014,Idi-Oro,93,96
2026-03-13,T14,S01094,W014,Idi-Oro,126,133
2026-03-13,T14,S01040,W014,Idi-Oro,592,448
2026-03-13,T14,S01034,W014,Idi-Oro,80,82
2026-03-13,T14,S01033,W014,Idi-Oro,239,172
2026-03-13,T14,S01073,W014,Idi-Oro,140,90
2026-03-13,T14,S01038,W014,Idi-Oro,167,119
2026-03-13,T14,S01092,W014,Idi-Oro,166,93
2026-03-13,T14,S01052,W014,Idi-Oro,56,44
2026-03-13,T14,S00999,W014,Idi-Oro,215,164
2026-03-13,T14,S01004,W014,Idi-Oro,60,49
2026-03-13,T14,S01054,W014,Idi-Oro,273,246
2026-03-09,T15,S01198,W015,Idi-Oro,491,520
2026-03-09,T15,S01195,W015,Idi-Oro,356,305
2026-03-09,T15,S01185,W015,Idi-Oro,64,36
2026-03-09,T15,S01117,W015,Idi-Oro,17,14
2026-03-09,T15,S01141,W015,Idi-Oro,17,11
2026-03-09,T15,S01126,W015,Idi-Oro,128,82
2026-03-09,T15,S01128,W015,Idi-Oro,19,12
2026-03-09,T15,S01144,W015,Idi-Oro,43,25
2026-03-09,T15,S01155,W015,Idi-Oro,311,246
2026-03-09,T15,S01107,W015,Idi-Oro,176,137
2026-03-09,T15,S01177,W015,Idi-Oro,20,20
2026-03-09,T15,S01134,W015,Idi-Oro,184,191
2026-03-09,T15,S01223,W015,Idi-Oro,213,156
2026-03-09,T15,S01095,W015,Idi-Oro,60,50
2026-03-09,T15,S01193,W015,Idi-Oro,132,107
2026-03-09,T15,S01170,W015,Idi-Oro,73,74
2026-03-09,T15,S01150,W015,Idi-Oro,37,39
2026-03-09,T15,S01138,W015,Idi-Oro,594,490
2026-03-09,T15,S01218,W015,Idi-Oro,440,294
2026-03-09,T15,S01200,W015,Idi-Oro,785,592
2026-03-09,T15,S01127,W015,Idi-Oro,149,133
2026-03-09,T15,S01145,W015,Idi-Oro,139,84
2026-03-10,T15,S01118,W015,Idi-Oro,126,110
2026-03-10,T15,S01129,W015,Idi-Oro,258,243
2026-03-10,T15,S01222,W015,Idi-Oro,67,69
2026-03-10,T15,S01123,W015,Idi-Oro,160,166
2026-03-10,T15,S01174,W015,Idi-Oro,112,103
2026-03-10,T15,S01227,W015,Idi-Oro,27,17
2026-03-10,T15,S01099,W015,Idi-Oro,32,20
2026-03-10,T15,S01173,W015,Idi-Oro,21,15
2026-03-10,T15,S01147,W015,Idi-Oro,139,91
2026-03-10,T15,S01182,W015,Idi-Oro,92,90
2026-03-10,T15,S01103,W015,Idi-Oro,428,374
2026-03-10,T15,S01132,W015,Idi-Oro,76,56
2026-03-10,T15,S01228,W015,Idi-Oro,86,75
2026-03-10,T15,S01133,W015,Idi-Oro,275,212
2026-03-10,T15,S01097,W015,Idi-Oro,50,40
2026-03-10,T15,S01139,W015,Idi-Oro,234,186
2026-03-10,T15,S01209,W015,Idi-Oro,35,36
2026-03-10,T15,S01190,W015,Idi-Oro,625,577
2026-03-10,T15,S01199,W015,Idi-Oro,275,217
2026-03-10,T15,S01230,W015,Idi-Oro,24,15
2026-03-10,T15,S01109,W015,Idi-Oro,136,109
2026-03-10,T15,S01221,W015,Idi-Oro,871,887
2026-03-11,T15,S01100,W015,Idi-Oro,55,38
2026-03-11,T15,S01217,W015,Idi-Oro,42,42
2026-03-11,T15,S01101,W015,Idi-Oro,277,227
2026-03-11,T15,S01175,W015,Idi-Oro,52,33
2026-03-11,T15,S01136,W015,Idi-Oro,263,175
2026-03-11,T15,S01203,W015,Idi-Oro,362,220
2026-03-11,T15,S01153,W015,Idi-Oro,485,490
2026-03-11,T15,S01146,W015,Idi-Oro,108,77
2026-03-11,T15,S01229,W015,Idi-Oro,580,527
2026-03-11,T15,S01179,W015,Idi-Oro,603,531
2026-03-11,T15,S01166,W015,Idi-Oro,46,39
2026-03-11,T15,S01131,W015,Idi-Oro,771,541
2026-03-11,T15,S01164,W015,Idi-Oro,877,615
2026-03-11,T15,S01114,W015,Idi-Oro,242,255
2026-03-11,T15,S01212,W015,Idi-Oro,40,28
2026-03-11,T15,S01167,W015,Idi-Oro,25,14
2026-03-11,T15,S01165,W015,Idi-Oro,102,88
2026-03-11,T15,S01171,W015,Idi-Oro,21,19
2026-03-11,T15,S01184,W015,Idi-Oro,93,76
2026-03-11,T15,S01135,W015,Idi-Oro,44,35
2026-03-11,T15,S01148,W015,Idi-Oro,122,78
2026-03-11,T15,S01113,W015,Idi-Oro,47,48
2026-03-12,T15,S01110,W015,Idi-Oro,62,41
2026-03-12,T15,S01115,W015,Idi-Oro,175,141
2026-03-12,T15,S01181,W015,Idi-Oro,47,45
2026-03-12,T15,S01211,W015,Idi-Oro,103,88
2026-03-12,T15,S01180,W015,Idi-Oro,147,95
2026-03-12,T15,S01154,W015,Idi-Oro,164,153
2026-03-12,T15,S01125,W015,Idi-Oro,112,77
2026-03-12,T15,S01102,W015,Idi-Oro,340,246
2026-03-12,T15,S01140,W015,Idi-Oro,18,10
2026-03-12,T15,S01202,W015,Idi-Oro,145,125
2026-03-12,T15,S01178,W015,Idi-Oro,80,81
2026-03-12,T15,S01210,W015,Idi-Oro,410,330
2026-03-12,T15,S01204,W015,Idi-Oro,153,96
2026-03-12,T15,S01160,W015,Idi-Oro,167,102
2026-03-12,T15,S01151,W015,Idi-Oro,346,210
2026-03-12,T15,S01196,W015,Idi-Oro,49,28
2026-03-12,T15,S01104,W015,Idi-Oro,66,50
2026-03-12,T15,S01192,W015,Idi-Oro,164,171
2026-03-12,T15,S01169,W015,Idi-Oro,391,384
2026-03-12,T15,S01106,W015,Idi-Oro,583,374
2026-03-12,T15,S01224,W015,Idi-Oro,114,82
2026-03-12,T15,S01168,W015,Idi-Oro,198,121
2026-03-13,T15,S01105,W015,Idi-Oro,33,31
2026-03-13,T15,S01176,W015,Idi-Oro,22,21
2026-03-13,T15,S01208,W015,Idi-Oro,28,29
2026-03-13,T15,S01157,W015,Idi-Oro,428,376
2026-03-13,T15,S01163,W015,Idi-Oro,271,262
2026-03-13,T15,S01143,W015,Idi-Oro,131,88
2026-03-13,T15,S01108,W015,Idi-Oro,34,34
2026-03-13,T15,S01189,W015,Idi-Oro,165,103
2026-03-13,T15,S01194,W015,Idi-Oro,575,431
2026-03-13,T15,S01137,W015,Idi-Oro,29,23
2026-03-13,T15,S01226,W015,Idi-Oro,461,380
2026-03-13,T15,S01112,W015,Idi-Oro,471,301
2026-03-13,T15,S01122,W015,Idi-Oro,475,484
2026-03-13,T15,S01111,W015,Idi-Oro,116,112
2026-03-13,T15,S01130,W015,Idi-Oro,104,86
2026-03-13,T15,S01159,W015,Idi-Oro,85,68
2026-03-13,T15,S01149,W015,Idi-Oro,809,499
2026-03-13,T15,S01205,W015,Idi-Oro,75,59
2026-03-09,T16,S01250,W016,Gwarin,232,183
2026-03-09,T16,S01249,W016,Gwarin,59,57
2026-03-09,T16,S01274,W016,Gwarin,49,31
2026-03-09,T16,S01234,W016,Gwarin,30,19
2026-03-09,T16,S01263,W016,Gwarin,76,53
2026-03-09,T16,S01273,W016,Gwarin,17,16
2026-03-09,T16,S01247,W016,Gwarin,11,9
2026-03-09,T16,S01264,W016,Gwarin,23,20
2026-03-10,T16,S01248,W016,Gwarin,38,25
2026-03-10,T16,S01235,W016,Gwarin,21,13
2026-03-10,T16,S01254,W016,Gwarin,18,18
2026-03-10,T16,S01257,W016,Gwarin,32,28
2026-03-10,T16,S01269,W016,Gwarin,32,32
2026-03-10,T16,S01253,W016,Gwarin,105,108
2026-03-10,T16,S01251,W016,Gwarin,54,42
2026-03-10,T16,S01260,W016,Gwarin,37,29
2026-03-11,T16,S01255,W016,Gwarin,128,117
2026-03-11,T16,S01266,W016,Gwarin,46,30
2026-03-11,T16,S01275,W016,Gwarin,38,31
2026-03-11,T16,S01262,W016,Gwarin,96,71
2026-03-11,T16,S01245,W016,Gwarin,71,67
2026-03-11,T16,S01256,W016,Gwarin,132,103
2026-03-11,T16,S01239,W016,Gwarin,13,12
2026-03-11,T16,S01243,W016,Gwarin,62,44
2026-03-12,T16,S01241,W016,Gwarin,20,16
2026-03-12,T16,S01238,W016,Gwarin,33,31
2026-03-12,T16,S01268,W016,Gwarin,43,38
2026-03-12,T16,S01237,W016,Gwarin,174,169
2026-03-12,T16,S01276,W016,Gwarin,23,20
2026-03-12,T16,S01231,W016,Gwarin,42,25
2026-03-12,T16,S01277,W016,Gwarin,26,23
2026-03-12,T16,S01267,W016,Gwarin,31,26
2026-03-13,T16,S01240,W016,Gwarin,94,82
2026-03-13,T16,S01261,W016,Gwarin,49,39
2026-03-13,T16,S01271,W016,Gwarin,45,26
2026-03-13,T16,S01270,W016,Gwarin,16,11
2026-03-13,T16,S01252,W016,Gwarin,22,21
2026-03-13,T16,S01246,W016,Gwarin,11,10
2026-03-13,T16,S01236,W016,Gwarin,39,34
2026-03-09,T17,S01317,W017,Katsuma,88,288
2026-03-09,T17,S01298,W017,Katsuma,8,6
2026-03-09,T17,S01304,W017,Katsuma,73,55
2026-03-09,T17,S01295,W017,Katsuma,28,27
2026-03-09,T17,S01307,W017,Katsuma,49,35
2026-03-09,T17,S01287,W017,Katsuma,14,8
2026-03-09,T17,S01315,W017,Katsuma,44,36
2026-03-10,T17,S01311,W017,Katsuma,73,59
2026-03-10,T17,S01288,W017,Katsuma,123,122
2026-03-10,T17,S01313,W017,Katsuma,168,134
2026-03-10,T17,S01294,W017,Katsuma,159,138
2026-03-10,T17,S01291,W017,Katsuma,28,28
2026-03-10,T17,S01301,W017,Katsuma,52,49
2026-03-10,T17,S01289,W017,Katsuma,12,9
2026-03-11,T17,S01279,W017,Katsuma,23,16
2026-03-11,T17,S01299,W017,Katsuma,114,66
2026-03-11,T17,S01318,W017,Katsuma,18,14
2026-03-11,T17,S01320,W017,Katsuma,75,69
2026-03-11,T17,S01290,W017,Katsuma,10,9
2026-03-11,T17,S01293,W017,Katsuma,15,15
2026-03-11,T17,S01278,W017,Katsuma,25,23
2026-03-12,T17,S01302,W017,Katsuma,60,36
2026-03-12,T17,S01310,W017,Katsuma,14,14
2026-03-12,T17,S01312,W017,Katsuma,74,76
2026-03-12,T17,S01309,W017,Katsuma,111,97
2026-03-12,T17,S01282,W017,Katsuma,21,20
2026-03-12,T17,S01314,W017,Katsuma,116,96
2026-03-12,T17,S01283,W017,Katsuma,72,43
2026-03-13,T17,S01296,W017,Katsuma,75,62
2026-03-13,T17,S01305,W017,Katsuma,7,4
2026-03-13,T17,S01284,W017,Katsuma,19,11
2026-03-09,T18,S01362,W018,Gwarin,54,31
2026-03-09,T18,S01345,W018,Gwarin,23,14
2026-03-09,T18,S01332,W018,Gwarin,18,11
2026-03-09,T18,S01367,W018,Gwarin,43,41
2026-03-09,T18,S01347,W018,Gwarin,65,36
2026-03-09,T18,S01351,W018,Gwarin,9,8
2026-03-09,T18,S01324,W018,Gwarin,16,10
2026-03-09,T18,S01336,W018,Gwarin,17,16
2026-03-09,T18,S01331,W018,Gwarin,58,34
2026-03-09,T18,S01341,W018,Gwarin,14,9
2026-03-10,T18,S01344,W018,Gwarin,18,16
2026-03-10,T18,S01357,W018,Gwarin,8,7
2026-03-10,T18,S01361,W018,Gwarin,36,29
2026-03-10,T18,S01370,W018,Gwarin,19,18
2026-03-10,T18,S01366,W018,Gwarin,17,15
2026-03-10,T18,S01328,W018,Gwarin,22,18
2026-03-10,T18,S01359,W018,Gwarin,21,16
2026-03-10,T18,S01352,W018,Gwarin,84,51
2026-03-10,T18,S01350,W018,Gwarin,20,14
2026-03-10,T18,S01356,W018,Gwarin,29,27
2026-03-11,T18,S01323,W018,Gwarin,82,60
2026-03-11,T18,S01343,W018,Gwarin,82,86
2026-03-11,T18,S01330,W018,Gwarin,28,16
2026-03-11,T18,S01353,W018,Gwarin,119,70
2026-03-11,T18,S01354,W018,Gwarin,29,22
2026-03-11,T18,S01337,W018,Gwarin,65,58
2026-03-11,T18,S01368,W018,Gwarin,38,36
2026-03-11,T18,S01348,W018,Gwarin,33,30
2026-03-11,T18,S01364,W018,Gwarin,24,16
2026-03-11,T18,S01358,W018,Gwarin,18,13
2026-03-12,T18,S01338,W018,Gwarin,60,47
2026-03-12,T18,S01355,W018,Gwarin,22,20
2026-03-12,T18,S01334,W018,Gwarin,20,21
2026-03-12,T18,S01335,W018,Gwarin,13,9
2026-03-12,T18,S01342,W018,Gwarin,34,34
2026-03-12,T18,S01327,W018,Gwarin,189,110
2026-03-12,T18,S01365,W018,Gwarin,3,2
2026-03-12,T18,S01329,W018,Gwarin,10,10
2026-03-12,T18,S01340,W018,Gwarin,92,56
2026-03-12,T18,S01346,W018,Gwarin,42,35
2026-03-13,T18,S01326,W018,Gwarin,31,28
2026-03-13,T18,S01363,W018,Gwarin,127,106
2026-03-13,T18,S01322,W018,Gwarin,14,9
2026-03-13,T18,S01369,W018,Gwarin,80,53
2026-03-13,T18,S01349,W018,Gwarin,15,11
2026-03-13,T18,S01339,W018,Gwarin,26,17
2026-03-09,T19,S01372,W019,Ilela,6,5
2026-03-09,T19,S01382,W019,Ilela,70,52
2026-03-09,T19,S01393,W019,Ilela,13,9
2026-03-09,T19,S01410,W019,Ilela,25,15
2026-03-09,T19,S01399,W019,Ilela,15,10
2026-03-09,T19,S01383,W019,Ilela,202,138
2026-03-09,T19,S01384,W019,Ilela,129,82
2026-03-09,T19,S01380,W019,Ilela,180,155
2026-03-09,T19,S01373,W019,Ilela,42,25
2026-03-09,T19,S01416,W019,Ilela,9,8
2026-03-10,T19,S01394,W019,Ilela,18,14
2026-03-10,T19,S01401,W019,Ilela,24,18
2026-03-10,T19,S01412,W019,Ilela,24,19
2026-03-10,T19,S01422,W019,Ilela,18,17
2026-03-10,T19,S01374,W019,Ilela,36,36
2026-03-10,T19,S01414,W019,Ilela,49,45
2026-03-10,T19,S01395,W019,Ilela,4,4
2026-03-10,T19,S01388,W019,Ilela,22,23
2026-03-10,T19,S01408,W019,Ilela,44,36
2026-03-10,T19,S01402,W019,Ilela,6,6
2026-03-11,T19,S01392,W019,Ilela,56,54
2026-03-11,T19,S01417,W019,Ilela,14,12
2026-03-11,T19,S01378,W019,Ilela,12,8
2026-03-11,T19,S01397,W019,Ilela,48,38
2026-03-11,T19,S01389,W019,Ilela,18,17
2026-03-11,T19,S01421,W019,Ilela,94,81
2026-03-11,T19,S01403,W019,Ilela,21,20
2026-03-11,T19,S01398,W019,Ilela,53,36
2026-03-11,T19,S01381,W019,Ilela,9,7
2026-03-11,T19,S01390,W019,Ilela,138,90
2026-03-12,T19,S01423,W019,Ilela,7,7
2026-03-12,T19,S01376,W019,Ilela,36,22
2026-03-12,T19,S01386,W019,Ilela,42,30
2026-03-12,T19,S01379,W019,Ilela,62,40
2026-03-12,T19,S01409,W019,Ilela,31,25
2026-03-12,T19,S01385,W019,Ilela,43,34
2026-03-12,T19,S01391,W019,Ilela,14,10
2026-03-12,T19,S01400,W019,Ilela,9,8
2026-03-12,T19,S01406,W019,Ilela,24,18
2026-03-12,T19,S01396,W019,Ilela,33,32
2026-03-13,T19,S01375,W019,Ilela,29,17
2026-03-13,T19,S01371,W019,Ilela,44,29
2026-03-13,T19,S01413,W019,Ilela,16,11
2026-03-13,T19,S01418,W019,Ilela,70,73
